Field Name,Number Non-PA Wells,INJ Types (All),"Water Cut, %","GOR, Mscf/BO","Daily Liquid Rate, bpd","Daily Gas Rate, Mscfpd",Type,Status,Lat,Lon,EOR_Technology,INJ Type
"BUNA, NORTH",26,SALT WATER,62.5,0,2.580645161,0,Oil,Active,30.48197419,-94.0150627,,WATER
CY-JACK,26,,97.22222222,0,1.161290323,0,Oil,End of Life,33.212037,-102.4321044,,UNKNOWN
SERENDIPITY,26,SALT WATER,77.77777778,0,0.580645161,0,Oil,Active,33.54745513,-98.62236371,,WATER
SUSAN PRIDEAUX,26,SALT WATER,0,0,0.161290323,0,Oil,Active,33.58909009,-98.77203966,,WATER
TUCKER,26,,40,0,0.161290323,0,Oil,Active,31.8466636,-101.947411,,UNKNOWN
AGRA NORTH,26,SALT WATER,0,0,0,95.80645161,Gas,Active,35.91593046,-96.78856493,,WATER
NATURA EAST,26,SALT WATER,0,0,0,18.32258065,Gas,Active,35.78095797,-95.90591182,,WATER
MAHONEY DOME,25,"WATER, ",99.47940503,0,4510.967742,0,Oil,End of Life,42.17997884,-107.3237024,,WATER
JULIANA,25,SALT WATER,98.74620223,0,753.8387097,0,Oil,End of Life,33.34715181,-99.94599817,,WATER
BLOCK A-49,25,SALT WATER,99.02398215,0,578.3870968,0,Oil,End of Life,32.3553324,-102.9487916,,WATER
RAWLINGS,25,SALT WATER,95.80058792,0,537.7096774,0,Oil,End of Life,31.94758862,-100.3122828,,WATER
"PINAL DOME, CENTRAL",25,SALT WATER,98.35542998,0,445.2580645,0,Oil,End of Life,31.86926314,-103.5226489,,WATER
ELMORE,25,"SALT WATER, WATER",81.73450603,0,315.4193548,0,Oil,Active,47.65296227,-101.2734329,,WATER
DOVE,25,SALT WATER,85.40297475,0,279.7741935,0,Oil,Active,33.54239902,-96.94713095,,WATER
"FRANKIRK, N.",25,SALT WATER,94.08844244,0,279.3870968,0,Oil,Active,33.05584721,-100.2642604,,WATER
STARBUCK,25,"SALT WATER, WATER",61.42515924,0,243.0967742,0,Oil,Active,48.74456369,-100.8099676,,WATER
"COLETTO CREEK, E.",25,SALT WATER,99.50201111,0,168.4193548,0,Oil,End of Life,28.75955856,-97.06346107,,WATER
PECAN BAYOU,25,GAS,79.03225806,0,112,0,Oil,Active,32.24169665,-99.60001004,,GAS
HET,25,SALT WATER,88.40402807,0,105.7096774,0,Oil,Active,28.15671796,-97.82525772,,WATER
HIGHVIEW,25,WATER,98.48812095,0,104.5483871,0,Oil,End of Life,48.13256239,-112.3735351,,WATER
HATCHETT,25,SALT WATER,85.73264781,0,100.3870968,0,Oil,Active,32.63005671,-99.82118141,,WATER
"HAT TOP MOUNTAIN, N.",25,SALT WATER,55.83881579,0,39.22580645,0,Oil,Active,32.17689055,-100.1961044,,WATER
U. C. S. L.,25,SALT WATER,28.71842844,0,34.48387097,0,Oil,Active,33.37584909,-99.0858906,,WATER
HIGGINS RANCH,25,SALT WATER,57.08542714,0,32.09677419,0,Oil,Active,31.7066941,-100.5858749,,WATER
ARNOLD BRUNER,25,SALT WATER,47.88391778,0,26.67741935,0,Oil,Active,33.65163547,-97.7648592,,WATER
MORVIN,25,SALT WATER,0,0,25.48387097,0,Oil,Active,35.18192115,-97.03559769,,WATER
ASHER WEST,25,"SALT WATER, ",0,0,22.70967742,0,Oil,Active,34.97893845,-96.96093212,,WATER
MEXIA CREEK,25,,100,0,20.83870968,77.16129032,Gas,Active,32.3449047,-99.39423351,,UNKNOWN
"HOOD, NORTH",25,SALT WATER,0,0,10.25806452,0,Oil,Active,32.94164757,-101.340412,,WATER
"RULE, N",25,,99.36507937,0,10.16129032,0,Oil,End of Life,33.26897242,-99.88231537,,UNKNOWN
SUMNER DISTRICT NORTH,25,"SALT WATER, ",0,0,9.774193548,0,Oil,Active,36.35706374,-97.14221393,,WATER
WALTER FAIR,25,,52.54237288,0,9.516129032,0,Oil,Active,32.53734395,-96.13261886,,UNKNOWN
RED BANK SOUTH,25,,0,0,7.870967742,0,Oil,Active,35.84720337,-96.455502,,UNKNOWN
RAINOLA DISTRICT,25,SALT WATER,0,0,6.419354839,0,Oil,Active,34.46334816,-98.03907117,,WATER
SCREWBEAN,25,SALT WATER,74.45255474,0,4.419354839,0,Oil,Active,31.82063833,-104.0378265,,WATER
"GROUP, S.",25,SALT WATER,13.51351351,0,1.193548387,0,Oil,Active,32.16292887,-100.3558295,,WATER
CRUZ,25,,0,0,0.032258065,0,Oil,Active,32.30020137,-103.59554,,UNKNOWN
FRENCH EAST,25,WATER,0,0,0,24.93548387,Gas,Active,34.88010171,-97.44154767,,WATER
MARSHALL EAST,25,SALT WATER,0,0,0,47.64516129,Gas,Active,36.14633856,-97.57370529,,WATER
SPELUNKER,25,WATER,0,0,0,176.6774194,Gas,Active,37.16763497,-102.2879426,,WATER
"VON ROEDER, W.",24,SALT WATER,96.29978618,0,3560.387097,0,Oil,End of Life,32.59980193,-101.2378064,,WATER
POD,24,WATER,99.18278969,0,923.6774194,0,Oil,End of Life,38.20829119,-101.2405297,,WATER
HOLLY CREEK,24,"SALT WATER, ",88.99441341,0,750.6451613,0,Oil,Active,35.00864947,-89.82984579,,WATER
"TIOGA, EAST",24,SALT WATER,94.70799935,0,394.3870968,0,Oil,Active,33.4674109,-96.86215695,,WATER
ROYALL,24,SALT WATER,100,0,379.4193548,426.2258065,Gas,Active,32.62462911,-99.170254,,WATER
WEAVER & OLSON,24,"SALT WATER, FRESH WATER",98.35385612,0,248.8709677,0,Oil,End of Life,29.24264772,-98.18342479,,WATER
ROARING SPRINGS,24,SALT WATER,94.37251856,0,186.8709677,0,Oil,Active,33.89529399,-100.7612116,,WATER
ARENA,24,SALT WATER,81.63927774,0,159,0,Oil,Active,31.15721224,-99.95056018,,WATER
DILLINGER RANCH,24,"WATER, ",88.11881188,0,117.2903226,0,Oil,Active,44.07202368,-105.1827208,CO2,WATER
PUMPKIN BUTTES,24,"WATER, ",27.99118388,0,102.4516129,0,Oil,Active,43.72301262,-105.9199917,,WATER
SPOONY,24,SALT WATER,100,0,85.90322581,204.2580645,Gas,Active,36.48330537,-101.1066703,,WATER
CROSS,24,,85.76429405,0,82.93548387,0,Oil,Active,38.41523749,-102.4875586,,UNKNOWN
DAVAN,24,SALT WATER,88.59753675,0,81.19354839,0,Oil,Active,32.98208506,-100.301604,,WATER
MT. EDEN,24,,96.77419355,0,67,0,Oil,End of Life,29.6169197,-97.26364706,,UNKNOWN
BROCK & STRANGE,24,"SALT WATER, ",92.7742616,0,61.16129032,0,Oil,Active,33.5721685,-98.57007636,,WATER
"DRAW, NE.",24,SALT WATER,67.54122939,0,43.03225806,0,Oil,Active,33.02674528,-101.6146555,,WATER
KADANE CATO,24,SALT WATER,10.54421769,0,28.4516129,0,Oil,Active,34.15287131,-99.59016517,,WATER
"CAYUGA, NORTHWEST",24,,59.4095941,0,17.48387097,0,Oil,Active,32.06117254,-96.05123501,,UNKNOWN
LAVERTE SWITCH,24,SALT WATER,79.91452991,0,15.09677419,0,Oil,Active,30.54409773,-93.92165875,,WATER
CIVIT EAST,24,"SALT WATER, WATER",0,0,10.51612903,0,Oil,Active,34.78286815,-97.06408511,,WATER
"SPLENDORA, E.",24,SALT WATER,93.10344828,0,5.612903226,0,Oil,Active,30.26351769,-95.12594725,,WATER
GOOD OMEN,24,SALT WATER,80,0,0.64516129,0,Oil,Active,32.20586447,-95.1057395,,WATER
WILD GOOSE GAS,24,GAS,100,0,0.193548387,18318.25806,Gas,Active,39.32445254,-121.8844512,,GAS
"THALIA, N.",24,,100,0,0.032258065,3.161290323,Gas,Active,34.01258581,-99.55055816,,UNKNOWN
BLOCKER RANCH,24,,0,0,0,0.290322581,Gas,Active,27.97108253,-99.90357641,,UNKNOWN
KIDD,24,,0,0,0,4.741935484,Gas,Active,33.24867916,-97.55934084,,UNKNOWN
STIDHAM SOUTH,24,SALT WATER,0,0,0,166.4193548,Gas,Active,35.34111721,-95.7270496,,WATER
SALIS,23,WATER,98.23693241,0,2594.451613,0,Oil,End of Life,38.88618683,-102.3010578,,WATER
BURKBURNETT,23,SALT WATER,99.45539618,0,1261.645161,0,Oil,End of Life,34.09202999,-98.57286903,,WATER
LITTLE ALAMO,23,,98.52299707,0,1168.451613,0,Oil,End of Life,28.25911772,-98.78131057,,UNKNOWN
"MT. SUSAN, S.",23,SALT WATER,95.63409563,0,574.0967742,0,Oil,End of Life,31.17490851,-100.4711244,,WATER
PHILPICK,23,SALT WATER,88.75147865,0,299.9677419,0,Oil,Active,33.76408664,-96.94300557,,WATER
MINTO,23,WATER,99.54058193,0,252.7741935,0,Oil,End of Life,40.70094604,-103.2482836,,WATER
"FULLER, EAST",23,"SALT WATER, ",93.45069372,0,216.2258065,0,Oil,Active,32.94381989,-100.8434993,,WATER
E. J.,23,,85.29572837,0,117.8064516,0,Oil,Active,32.18176015,-100.0359903,,UNKNOWN
"MAURITZ, WEST",23,,52.03177513,0,105.5806452,0,Oil,Active,28.97732366,-96.40166406,,UNKNOWN
DOCKREY,23,SALT WATER,83.24754328,0,68.93548387,0,Oil,Active,32.31054287,-101.0443186,,WATER
CROMWELL EAST,23,"SALT WATER, WATER",0,0,52.51612903,0,Oil,Active,35.38770785,-96.42769099,,WATER
"JO-MILL, S.",23,"SALT WATER, ",69.11032028,0,45.32258065,0,Oil,Active,32.66561702,-101.7310816,,WATER
SPIVEY,23,SALT WATER,56.94779116,0,40.16129032,0,Oil,Active,33.24815804,-102.7902725,,WATER
"SCOTLAND, SOUTH",23,"SALT WATER, ",92.59776536,0,23.09677419,0,Oil,Active,33.6349635,-98.50811037,,WATER
GLENCOE NE,23,"WATER, ",0,0,16.48387097,0,Oil,Active,36.24120785,-96.83927093,,WATER
TEDBIT,23,SALT WATER,14.3153527,0,15.5483871,0,Oil,Active,32.78927457,-102.3770038,,WATER
TORCH,23,"SALT WATER, FRESH WATER",85.59322034,0,11.41935484,0,Oil,Active,28.73348104,-99.96217944,,WATER
CIVIT NE,23,SALT WATER,0,0,7.870967742,0,Oil,Active,34.78362518,-97.10846879,,WATER
"CROSSETT, WEST",23,SALT WATER,88.9380531,0,7.290322581,0,Oil,Active,31.15205028,-102.3301086,,WATER
ROTAN,23,,21.62162162,0,5.967741935,0,Oil,Active,32.86921877,-100.446605,,UNKNOWN
BEN-GENE,23,"SALT WATER, ",88.57142857,0,5.64516129,0,Oil,Active,32.71008343,-94.63648479,,WATER
NARDIN NORTH,23,WATER,0,0,5.129032258,0,Oil,Active,36.82573345,-97.46005601,,WATER
PADEN SW,23,WATER,0,0,5.096774194,0,Oil,Active,35.4874174,-96.59312565,,WATER
HINYARD,23,SALT WATER,33.89830508,0,3.806451613,0,Oil,Active,30.88456739,-102.5619566,,WATER
HIGBEE NORTH,23,SALT WATER,0,0,3,0,Oil,Active,35.69618984,-97.53601097,,WATER
GORDON SIMPSON,23,,92.85714286,0,2.258064516,0,Oil,Active,32.97163271,-101.3117719,,UNKNOWN
"SYKES, WEST",23,,0,0,2.161290323,0,Oil,Active,32.00324838,-99.84459649,,UNKNOWN
COSTELLO NW.,23,,100,0,1.64516129,18.70967742,Gas,Active,32.80252188,-98.36242652,,UNKNOWN
BEAR'S DEN,23,WATER,0,0,0.225806452,0,Oil,Active,48.87964222,-110.9986463,,WATER
"BURNS-JONES, S.",23,SALT WATER,0,0,0.032258065,0,Oil,Active,33.48345749,-98.51070354,,WATER
ALWAN,23,,0,0,0,6.967741935,Gas,Active,29.25950722,-96.3722657,,UNKNOWN
BUFFALO NORTH,23,SALT WATER,0,0,0,16.96774194,Gas,Active,36.92804058,-99.60798234,,WATER
LINDA,23,,0,0,0,4.870967742,Gas,Active,32.12171495,-102.9814947,,UNKNOWN
JONES RANCH,22,SALT WATER,97.58261966,0,3122.548387,0,Oil,End of Life,32.17000392,-101.4640472,,WATER
"CHENANGO, E.",22,,96.04101765,0,2982.193548,0,Oil,End of Life,29.25463894,-95.43547281,,UNKNOWN
TERRACE,22,WATER,97.0449794,0,2638.483871,0,Oil,End of Life,41.8697635,-104.1383967,,WATER
DUVALL RANCH,22,"WATER, ",96.14515123,0,1655.225806,0,Oil,End of Life,44.23940523,-105.1097852,,WATER
NOSIVAD,22,SALT WATER,98.42415271,0,1046.032258,0,Oil,End of Life,32.2123741,-99.58419907,,WATER
BROOKSHIRE DOME,22,SALT WATER,98.04579489,0,1038.290323,0,Oil,End of Life,29.76475937,-96.01802296,ASP,WATER
THREE WAY,22,SALT WATER,95.12669417,0,547.4193548,0,Oil,End of Life,33.17140588,-101.3604227,,WATER
"KINGSBURY, W.",22,,92.23418167,0,320.6774194,0,Oil,Active,29.6655162,-97.80282211,,UNKNOWN
TRURO,22,WATER,87.39382639,0,311.4193548,0,Oil,Active,48.66235689,-101.512771,,WATER
TENNA,22,,93.57191703,0,283.0322581,0,Oil,Active,29.2312883,-96.40728023,,UNKNOWN
"FULLERVILLE, NE.",22,SALT WATER,79.69962453,0,257.7419355,0,Oil,Active,32.99404861,-100.9758479,,WATER
HA-RA,22,,98.39533187,0,132.6774194,0,Oil,End of Life,33.53902137,-101.5254793,,UNKNOWN
SPUR LAKE,22,SALT WATER,60.9919571,0,120.3225806,0,Oil,Active,33.46563137,-100.9426597,,WATER
BAUER RANCH,22,SALT WATER,88.47908745,0,84.83870968,0,Oil,Active,29.90682334,-94.36821653,,WATER
"JAYTON, E.",22,SALT WATER,70.09196321,0,80.67741935,0,Oil,Active,33.22218906,-100.5141644,,WATER
"BRUNI, SE",22,SALT WATER,94.23076923,0,50.32258065,0,Oil,Active,27.41353214,-98.80673838,,WATER
"LOMA NOVIA, WEST",22,,92.49311295,0,46.83870968,0,Oil,Active,27.84361383,-98.62205232,,UNKNOWN
"ANTON, WEST",22,SALT WATER,31.58273381,0,44.83870968,0,Oil,Active,33.829098,-102.2782875,,WATER
WINDOW,22,,80.51529791,0,40.06451613,0,Oil,Active,31.69640746,-99.60500433,,UNKNOWN
SPANISH FORT,22,SALT WATER,99.45255474,0,35.35483871,0,Oil,End of Life,33.95183926,-97.65636132,,WATER
DENVER SE,22,"SALT WATER, WATER",0,0,24.90322581,0,Oil,Active,35.20317798,-97.21032694,,WATER
S. L. C.,22,SALT WATER,15.49520767,0,20.19354839,0,Oil,Active,32.95975718,-100.0133959,,WATER
"RUDMAN, W.",22,SALT WATER,0,0,15.74193548,0,Oil,Active,28.52860565,-98.00502932,,WATER
DENNIS,22,SALT WATER,93.15068493,0,14.12903226,0,Oil,Active,35.43525664,-96.74451445,,WATER
ROARK-NAIL,22,SALT WATER,99.29245283,0,13.67741935,0,Oil,End of Life,32.86195044,-99.43748451,,WATER
RALSTON DISTRICT,22,SALT WATER,0,0,11.4516129,0,Oil,Active,36.50068913,-96.77519568,,WATER
LELA,22,,88.38526912,0,11.38709677,0,Oil,Active,32.20095382,-99.65474149,,UNKNOWN
HOOVER SE,22,"SALT WATER, WATER",0,0,10.48387097,0,Oil,Active,34.50404998,-97.21580919,,WATER
MIDDLEBURG SOUTH,22,WATER,0,0,10.38709677,0,Oil,Active,35.0564511,-97.74840324,,WATER
MIDFIELDS N.W.,22,SALT WATER,0,0,9.774193548,0,Oil,Active,28.90168871,-96.29698272,,WATER
MARGARET,22,,72.20216606,0,8.935483871,0,Oil,Active,34.45190021,-99.38348036,,UNKNOWN
TOBE,22,SALT WATER,5.090909091,0,8.870967742,0,Oil,Active,33.02002096,-101.2000844,,WATER
ROMULUS NORTH,22,WATER,0,0,6.903225806,0,Oil,Active,35.13699766,-96.91906831,,WATER
FORT BELNAP,22,,0,0,5.419354839,0,Oil,Active,33.1733617,-98.72160737,,UNKNOWN
HUBBARD CREEK,22,,100,0,4.064516129,19.90322581,Gas,Active,32.54108215,-98.02752414,,UNKNOWN
"LONDON, WEST",22,"SALT WATER, ",7.407407407,0,3.483870968,0,Oil,Active,27.6531212,-97.52361829,,WATER
"QUITMAN, NW.",22,,9.615384615,0,3.35483871,0,Oil,Active,32.85278306,-95.47836792,,UNKNOWN
HARMONY,22,,0,0,2.612903226,0,Oil,Active,37.11886639,-85.80792489,,UNKNOWN
FREEMAN,22,,23.52941176,0,2.193548387,0,Oil,Active,29.97202604,-98.7470275,,UNKNOWN
NOME S.,22,,0,0,1.483870968,0,Oil,Active,29.93913475,-94.41226152,,UNKNOWN
DIAZ,22,SALT WATER,100,0,0.129032258,13,Gas,Active,32.46907844,-98.45093247,,WATER
CARLETON SPEED,22,,100,0,0.032258065,0.225806452,Gas,Active,30.25063592,-95.83088857,,UNKNOWN
BELLVUE SOUTH,22,"SALT WATER, WATER",0,0,0,44.41935484,Gas,Active,35.90944458,-96.45071792,,WATER
FREEDOM NORTH,22,SALT WATER,0,0,0,88.90322581,Gas,Active,36.86691895,-99.08828766,,WATER
HILL TOP,22,WATER,0,0,0,67.51612903,Gas,Active,34.89805455,-96.1510157,,WATER
"KARRAN, NORTH",22,SALT WATER,0,0,0,66.22580645,Gas,Active,33.10093441,-98.71014661,,WATER
MARIETTA NORTH,22,SALT WATER,0,0,0,8.516129032,Gas,Active,33.99683797,-97.08802026,,WATER
OLNEY NE,22,WATER,0,0,0,33.48387097,Gas,Active,34.51354646,-96.32200352,,WATER
PRAIRIE BELL NW,22,,0,0,0,18.41935484,Gas,Active,35.72900124,-97.56562837,,UNKNOWN
CHAMPMON,21,SALT WATER,97.3448158,0,1981.516129,0,Oil,End of Life,32.66244349,-102.4197441,,WATER
ALKALI ANTICLINE,21,WATER,90.63562031,0,958.6774194,0,Oil,Active,44.45089622,-107.9672305,,WATER
KIOWA PEAK,21,SALT WATER,99.70933362,0,898.9354839,0,Oil,End of Life,33.35735891,-100.0932641,,WATER
LEUSCHEN,21,SALT WATER,94.59009978,0,659.483871,0,Oil,Active,33.31181838,-99.16741007,,WATER
"HASKELL, S.",21,SALT WATER,97.32585724,0,448.7419355,0,Oil,End of Life,33.09909529,-99.70350666,,WATER
LANDSLIDE BUTTE,21,WATER,93.64777056,0,287.9354839,0,Oil,Active,48.94689658,-112.7053688,,WATER
HERTEL,21,SALT WATER,96.43259482,0,257.7096774,0,Oil,End of Life,34.63753409,-99.59155409,,WATER
RAYMOND,21,"GAS, WATER",93.16311458,0,152.8709677,0,Oil,Active,46.22361273,-104.2379882,"CO2, Miscible",WATER
ROCK CROSSING,21,SALT WATER,93.87890885,0,96.96774194,0,Oil,Active,33.99657127,-99.17489213,,WATER
"OVERTON, E.",21,SALT WATER,82.29965157,0,92.58064516,0,Oil,Active,32.28087646,-94.88382956,,WATER
SHAHEEN,21,SALT WATER,82.86307054,0,77.74193548,0,Oil,Active,30.91007984,-100.062134,,WATER
LITTLEFIELD,21,SALT WATER,86.34167765,0,73.4516129,0,Oil,Active,33.93010265,-102.3284418,,WATER
SIMS,21,SALT WATER,90.29892837,0,57.19354839,0,Oil,Active,33.35016003,-101.3087382,,WATER
"FLATWOOD, E.",21,SALT WATER,97.10743802,0,46.83870968,0,Oil,End of Life,32.31676626,-98.75619895,,WATER
H & P,21,SALT WATER,79.4661191,0,31.41935484,0,Oil,Active,33.40335829,-98.91529115,,WATER
SPRINGDALE,21,WATER,75.2283105,0,28.25806452,0,Oil,Active,40.66137385,-103.3030621,,WATER
"BERRY, WEST",21,SALT WATER,0,0,18.90322581,0,Oil,Active,34.2199685,-99.52178828,,WATER
NORMAN SOUTH,21,SALT WATER,0,0,15.74193548,0,Oil,Active,35.17362375,-97.43953815,,WATER
BENTONVILLE,21,,0,0,15.67741935,0,Oil,Active,27.76583155,-97.97795426,,UNKNOWN
HANNAS DRAW,21,SALT WATER,100,0,12,226.8387097,Gas,Active,36.18546973,-101.5719916,,WATER
GIBBON SPUR NE,21,SALT WATER,0,0,10.87096774,0,Oil,Active,35.06653117,-97.38398923,,WATER
NEWKIRK,21,SALT WATER,0,0,10.19354839,0,Oil,Active,36.9082496,-97.01838959,,WATER
"F & H, N.",21,SALT WATER,92.21789883,0,8.290322581,0,Oil,Active,31.01811407,-100.1032201,,WATER
ELWANDA,21,SALT WATER,68.85964912,0,7.35483871,0,Oil,Active,31.87901144,-103.0112085,,WATER
"BOROSA, N.W.",21,,100,0,6.580645161,302.4193548,Gas,Active,26.52139413,-98.54722379,,UNKNOWN
PRASIFKA,21,SALT WATER,0,0,6.096774194,0,Oil,Active,29.19383798,-96.0190942,,WATER
FRITZ,21,,90.60773481,0,5.838709677,0,Oil,Active,35.54918911,-101.1336237,,UNKNOWN
CENTER NE,21,SALT WATER,0,0,4.903225806,0,Oil,Active,34.81750134,-96.79047794,,WATER
"DEBERRY, S. W.",21,SALT WATER,100,0,4.806451613,202.1612903,Gas,Active,32.2876822,-94.19805019,,WATER
CARRIZO S.,21,SALT WATER,0,0,3.548387097,0,Oil,Active,28.5362107,-99.92143969,,WATER
BOWNE,21,SALT WATER,0,0,3.032258065,0,Oil,Active,32.50131865,-99.13395246,,WATER
"ODELL, W.",21,SALT WATER,0,0,2.677419355,0,Oil,Active,34.33608988,-99.40150571,,WATER
LOMA NOVIA NE,21,,0,0,2.064516129,0,Oil,Active,27.94662097,-98.54765935,,UNKNOWN
PHIL KENDRICK,21,SALT WATER,96.66666667,0,1.935483871,0,Oil,End of Life,32.96880653,-99.52314994,,WATER
"OZIE, W.",21,SALT WATER,90.90909091,0,0.35483871,0,Oil,Active,33.13528342,-98.34835385,,WATER
HELLEN,21,,100,0,0.322580645,4.322580645,Gas,Active,27.30344372,-98.77727389,,UNKNOWN
MASTERSON,21,,100,0,0.161290323,48.5483871,Gas,Active,34.09694371,-104.3874412,,UNKNOWN
MILES-JACKSON,21,"SALT WATER, ",100,0,0.032258065,14.38709677,Gas,Active,33.32618046,-97.80465972,,WATER
SHANNON RANCH,21,SALT WATER,0,0,0.032258065,0,Oil,Active,32.78484089,-101.1016312,,WATER
CALVIN NW,21,"SALT WATER, WATER",0,0,0,24.32258065,Gas,Active,35.00525704,-96.28616213,,WATER
CARAVAN,21,,0,0,0,2.451612903,Gas,Active,33.65172711,-97.85807888,,UNKNOWN
ELK CITY SOUTH,21,SALT WATER,0,0,0,439.6129032,Gas,Active,35.25727347,-99.393327,,WATER
KELLY,21,SALT WATER,0,0,0,4.64516129,Gas,Active,32.04734563,-97.98216038,,WATER
MERRICK NORTH,21,,0,0,0,78.35483871,Gas,Active,35.876831,-97.14884456,,UNKNOWN
"ROWAN, N.",21,,0,0,0,0.483870968,Gas,Active,29.36742162,-95.27191779,,UNKNOWN
"HITCHCOCK, NE.",20,,99.58500354,0,1368.064516,0,Oil,End of Life,29.35573631,-95.00810189,,UNKNOWN
MOFFAT,20,WATER,96.15950199,0,1316.193548,0,Oil,End of Life,40.33373304,-107.6062058,,WATER
ODELL,20,SALT WATER,87.36680827,0,926.3870968,0,Oil,Active,35.27649917,-99.60637118,,WATER
GAMMON ROAD,20,"SALT WATER, ",98.20400982,0,880.0967742,0,Oil,End of Life,32.56098014,-100.4608562,,WATER
SEAGRAVES,20,SALT WATER,92.58776091,0,544,0,Oil,Active,32.91388695,-102.6759981,,WATER
"SEMINOLE, SOUTHWEST",20,SALT WATER,90.05518305,0,543.6451613,0,Oil,Active,32.70594528,-102.7506188,CO2,WATER
WALKER DOME,20,WATER,93.91996463,0,437.7096774,0,Oil,Active,43.97113266,-108.7490405,,WATER
DANGLE,20,SALT WATER,95.59361619,0,414.3548387,0,Oil,End of Life,33.5840254,-97.4055484,,WATER
BARBER CREEK,20,WATER,96.20053602,0,409.2258065,0,Oil,End of Life,43.35290386,-104.7160801,,WATER
NORTHEAST LANDA,20,SALT WATER,91.05191257,0,236.1290323,0,Oil,Active,48.9832204,-100.8295374,,WATER
"BONANZA, EAST",20,SALT WATER,82.0958488,0,191.1612903,0,Oil,Active,33.60903286,-102.927592,,WATER
TWO EDS,20,SALT WATER,92.30769231,0,136.7096774,0,Oil,Active,33.58783234,-96.80231581,,WATER
"PAROCHIAL-BADE, E.",20,SALT WATER,92.16317767,0,120.1935484,0,Oil,Active,31.81641148,-101.1240387,,WATER
PEASTER,20,SALT WATER,100,0,63.58064516,191.7096774,Gas,Active,32.86091251,-97.84992543,,WATER
STURM,20,SALT WATER,91.70560748,0,55.22580645,0,Oil,Active,33.79892818,-98.50700823,,WATER
PAISANO CREEK,20,SALT WATER,8.244846971,0,51.64516129,0,Oil,Active,28.2543168,-97.95791088,,WATER
LONG RANCH,20,,100,0,41.74193548,176.7419355,Gas,Active,32.59610867,-98.42358642,,UNKNOWN
SANDERS,20,SALT WATER,81.90789474,0,39.22580645,0,Oil,Active,34.23323864,-98.71744673,,WATER
GRONOW,20,SALT WATER,75.50675676,0,38.19354839,0,Oil,Active,33.62927533,-97.75453957,,WATER
WEST FORK,20,"SALT WATER, WATER",51.77966102,0,38.06451613,0,Oil,Active,38.70090631,-99.11349891,"Microbial, CO2,",WATER
MIMMS CREEK,20,SALT WATER,100,0,31.4516129,631.0967742,Gas,Active,31.62748535,-96.19258908,,WATER
"MCCAMEY, W.",20,,95.09803922,0,29.61290323,0,Oil,End of Life,31.19647171,-102.2288793,,UNKNOWN
BEN S.,20,SALT WATER,97.7750309,0,26.09677419,0,Oil,End of Life,33.33571073,-100.4315107,,WATER
"PADGITT, SW.",20,"SALT WATER, ",22.5,0,25.80645161,0,Oil,Active,33.23935942,-98.92939397,,WATER
MEDICINE MOUNDS,20,SALT WATER,40.75104312,0,23.19354839,0,Oil,Active,34.18781242,-99.59854283,,WATER
"SPIRES, W.",20,SALT WATER,63.21428571,0,18.06451613,0,Oil,Active,33.06815163,-100.9366792,,WATER
CAIN,20,SALT WATER,78.15884477,0,17.87096774,0,Oil,Active,32.966365,-101.3407935,,WATER
"MYRTLE, N.",20,SALT WATER,0,0,17.03225806,0,Oil,Active,32.87637465,-101.2150668,,WATER
CASTANEDA NW,20,SALT WATER,0,0,16.35483871,0,Oil,Active,36.96327537,-102.5878884,,WATER
"GOREE, WEST",20,SALT WATER,78.91891892,0,11.93548387,0,Oil,Active,33.47634637,-99.55663519,,WATER
GARDEN GROVE SOUTH,20,SALT WATER,0,0,10.74193548,0,Oil,Active,35.43915125,-96.5994459,,WATER
"WEREWOLF, SW.",20,,74.31506849,0,9.419354839,0,Oil,Active,33.03028233,-99.97297385,,UNKNOWN
UPSHAW,20,,99.00497512,0,6.483870968,0,Oil,End of Life,33.16802152,-100.1837775,,UNKNOWN
HALFWAY NW,20,SALT WATER,0,0,5.290322581,0,Oil,Active,35.62696026,-96.58294674,,WATER
BLAKELY,20,SALT WATER,0,0,4.483870968,0,Oil,Active,35.46434039,-96.20394116,,WATER
BUFFALO RIDGE,20,,13.6,0,4.032258065,0,Oil,Active,31.63650307,-102.3828118,,UNKNOWN
BRAMAN DISTRICT SE,20,,0,0,3.935483871,0,Oil,Active,36.87921623,-97.32654669,,UNKNOWN
DEJAY,20,SALT WATER,0,0,3.193548387,0,Oil,Active,27.95674599,-98.58096833,,WATER
INDIAN MOUNTAIN,20,SALT WATER,0,0,3.032258065,0,Oil,Active,32.95864554,-98.99665758,Polymer,WATER
"CROTON CREEK, E.",20,SALT WATER,0,0,2.419354839,0,Oil,Active,33.49371927,-100.7151362,,WATER
HORTENSE,20,SALT WATER,100,0,1.580645161,41.32258065,Gas,Active,30.83745037,-94.74971782,,WATER
"BARNHART, NE.",20,SALT WATER,43.90243902,0,1.322580645,0,Oil,Active,31.17436421,-101.2774895,,WATER
VAN DYKE,20,,100,0,1.225806452,3.096774194,Gas,Active,34.20077619,-98.3754746,,UNKNOWN
THRALL,20,NITROGEN,0,0,0.967741935,0,Oil,Active,30.59876297,-97.28227154,,UNKNOWN
ROSS LEE,20,SALT WATER,60,0,0.161290323,0,Oil,Active,30.87232632,-98.23232727,,WATER
